user_supplied_name,submitted_name,matched_name,data_source_title,score
Aglaia barberi,Aglaia barberi,Aglaia barberi,Arctos,0.988
Aglaia barberi,Aglaia barberi,Aglaia barberi Gamble,Catalogue of Life - June 2021,0.988
Aglaia barberi,Aglaia barberi,Aglaia barberi Gamble,GBIF Backbone Taxonomy,0.988
Aglaia barberi,Aglaia barberi,Aglaia barberi Gamble,The International Plant Names Index,0.988
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall, 1976",Catalogue of Life - June 2021,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft and Marshall, 1976",Integrated Taxonomic Information SystemITIS,0.75
Ahliesaurs berryi,Ahliesaurs berryi,Ahliesaurus berryi,National Center for Biotechnology Information,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall, 1976",Union 4,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall, 1976",The Interim Register of Marine and Nonmarine Genera,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall, 1976",World Register of Marine Species,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall, 1976",GBIF Backbone Taxonomy,0.75
Ahliesaurs berryi,Ahliesaurs berryi,Ahliesaurus berryi,Encyclopedia of Life,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall, 1976",New Zealand Animalia,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall 1976",Catalog of Fishes,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall, 1976",FishBase,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall, 1976",EUNIS,0.75
Ahliesaurs berryi,Ahliesaurs berryi,Ahliesaurus berryi,CU*STAR,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall 1976",Bishop Museum,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall 1976 sec. Eschmeyer 2004",Bishop Museum,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall, 1976",BioLib.cz,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall, 1976",nlbif,0.75
Ahliesaurs berryi,Ahliesaurs berryi,Ahliesaurus berryi,Index to Organism Names,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall 1976",Index to Organism Names,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall, 1976",uBio NameBank,0.75
Ahliesaurs berryi,Ahliesaurs berryi,Ahliesaurus berryi,uBio NameBank,0.75
Ahliesaurs berryi,Ahliesaurs berryi,Ahliesaurus berryi,Arctos,0.75
Ahliesaurs berryi,Ahliesaurs berryi,Ahliesaurus berryi,FishBase Cache,0.75
Ahliesaurs berryi,Ahliesaurs berryi,Ahliesaurus berryi,Open Tree of Life Reference Taxonomy,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall, 1976",MCZbase,0.75
Ahliesaurs berryi,Ahliesaurs berryi,"Ahliesaurus berryi Bertelsen, Krefft & Marshall 1976",PLAZI treatments,0.75
Aimophila aestivalis,Aimophila aestivalis,Aimophila aestivalis,AnAge,0.988
Aimophila aestivalis,Aimophila aestivalis,Aimophila aestivalis,CU*STAR,0.988
Aimophila aestivalis,Aimophila aestivalis,Aimophila aestivalis,Index to Organism Names,0.988
Aimophila aestivalis,Aimophila aestivalis,Aimophila aestivalis,uBio NameBank,0.988
Aimophila aestivalis,Aimophila aestivalis,Aimophila aestivalis,Arctos,0.988
Aimophila aestivalis,Aimophila aestivalis,Aimophila aestivalis,BirdLife International,0.988
Aimophila aestivalis,Aimophila aestivalis,"Aimophila aestivalis (M. H. K. Lichtenstein, 1823)",Catalogue of Life - June 2021,0.988
Aimophila aestivalis,Aimophila aestivalis,"Aimophila aestivalis (M. H. K. Lichtenstein, 1823)",Integrated Taxonomic Information SystemITIS,0.988
Aimophila aestivalis,Aimophila aestivalis,Aimophila aestivalis (Lichtenstein) 1823,Union 4,0.988
Aimophila aestivalis,Aimophila aestivalis,"Aimophila aestivalis (Lichtenstein, 1823)",The Interim Register of Marine and Nonmarine Genera,0.988
Aimophila aestivalis,Aimophila aestivalis,"Aimophila aestivalis (M.H.K.Lichtenstein, 1823)",GBIF Backbone Taxonomy,0.988
Aimophila aestivalis,Aimophila aestivalis,"Aimophila aestivalis (Lichtenstein, 1823)",IUCN Red List of Threatened Species,0.988
Aimophila aestivalis,Aimophila aestivalis,"Aimophila aestivalis (Lichtenstein, 1823)",BioLib.cz,0.988
Aimophila aestivalis,Aimophila aestivalis,"Aimophila aestivalis (Lichtenstein, 1823)",nlbif,0.988
Aimophila aestivalis,Aimophila aestivalis,"Aimophila aestivalis (Lichtenstein, 1823)",uBio NameBank,0.988
Aimophila aestivalis,Aimophila aestivalis,Aimophila aestivalis (Lichtenstein) 1823,uBio NameBank,0.988
Aimophila aestivalis,Aimophila aestivalis,"Aimophila aestivalis (Lichtenstein, 1823)",MCZbase,0.988
Aimophila botterii,Aimophila botterii,Aimophila botterii,Freebase,0.988
Aimophila botterii,Aimophila botterii,Aimophila botterii,CU*STAR,0.988
Aimophila botterii,Aimophila botterii,Aimophila botterii,Index to Organism Names,0.988
Aimophila botterii,Aimophila botterii,Aimophila botterii,uBio NameBank,0.988
Aimophila botterii,Aimophila botterii,Aimophila botterii,Arctos,0.988
Aimophila botterii,Aimophila botterii,Aimophila botterii,BirdLife International,0.988
Aimophila botterii,Aimophila botterii,"Aimophila botterii (P. L. Sclater, 1858)",Catalogue of Life - June 2021,0.988
Aimophila botterii,Aimophila botterii,"Aimophila botterii (P. L. Sclater, 1858)",Integrated Taxonomic Information SystemITIS,0.988
Aimophila botterii,Aimophila botterii,"Aimophila botterii (Sclater,PL) 1858",Union 4,0.988
Aimophila botterii,Aimophila botterii,"Aimophila botterii (Sclater, 1858)",The Interim Register of Marine and Nonmarine Genera,0.988
Aimophila botterii,Aimophila botterii,"Aimophila botterii (P.L.Sclater, 1858)",GBIF Backbone Taxonomy,0.988
Aimophila botterii,Aimophila botterii,"Aimophila botterii (Sclater, 1858)",IUCN Red List of Threatened Species,0.988
Aimophila botterii,Aimophila botterii,"Aimophila botterii (Sclater, 1858)",BioLib.cz,0.988
Aimophila botterii,Aimophila botterii,"Aimophila botterii (P. L. Sclater, 1858)",nlbif,0.988
Aimophila botterii,Aimophila botterii,"Aimophila botterii (P. L. Sclater, 1858)",uBio NameBank,0.988
Aimophila botterii,Aimophila botterii,"Aimophila botterii (Sclater, 1858)",uBio NameBank,0.988
Aimophila botterii,Aimophila botterii,"Aimophila botterii (Sclater, PL) 1858",uBio NameBank,0.988
Aimophila botterii,Aimophila botterii,"Aimophila botterii (Sclater, 1858)",MCZbase,0.988
Aimophila carpalis,Aimophila carpalis,Aimophila carpalis,National Center for Biotechnology Information,0.988
Aimophila carpalis,Aimophila carpalis,Aimophila carpalis,Encyclopedia of Life,0.988
Aimophila carpalis,Aimophila carpalis,Aimophila carpalis,CU*STAR,0.988
Aimophila carpalis,Aimophila carpalis,Aimophila carpalis,Index to Organism Names,0.988
Aimophila carpalis,Aimophila carpalis,Aimophila carpalis,uBio NameBank,0.988
Aimophila carpalis,Aimophila carpalis,Aimophila carpalis,Arctos,0.988
Aimophila carpalis,Aimophila carpalis,Aimophila carpalis,BirdLife International,0.988
Aimophila carpalis,Aimophila carpalis,Aimophila carpalis,Open Tree of Life Reference Taxonomy,0.988
Aimophila carpalis,Aimophila carpalis,"Aimophila carpalis (Coues, 1873)",Catalogue of Life - June 2021,0.988
Aimophila carpalis,Aimophila carpalis,"Aimophila carpalis (Coues, 1873)",Integrated Taxonomic Information SystemITIS,0.988
Aimophila carpalis,Aimophila carpalis,Aimophila carpalis (Coues) 1873,Union 4,0.988
Aimophila carpalis,Aimophila carpalis,"Aimophila carpalis (Coues, 1873)",The Interim Register of Marine and Nonmarine Genera,0.988
Aimophila carpalis,Aimophila carpalis,"Aimophila carpalis (Coues, 1873)",GBIF Backbone Taxonomy,0.988
Aimophila carpalis,Aimophila carpalis,"Aimophila carpalis (Coues, 1873)",Wikipedia in EOL,0.988
Aimophila carpalis,Aimophila carpalis,"Aimophila carpalis (Coues, 1873)",IUCN Red List of Threatened Species,0.988
Aimophila carpalis,Aimophila carpalis,"Aimophila carpalis (Coues, 1873)",BioLib.cz,0.988
Aimophila carpalis,Aimophila carpalis,"Aimophila carpalis (Coues, 1873)",nlbif,0.988
Aimophila carpalis,Aimophila carpalis,"Aimophila carpalis (Coues, 1873)",uBio NameBank,0.988
Aimophila carpalis,Aimophila carpalis,Aimophila carpalis (Coues) 1873,uBio NameBank,0.988
Aimophila carpalis,Aimophila carpalis,"Aimophila carpalis (Coues, 1873)",MCZbase,0.988
Aimophila cassinii,Aimophila cassinii,Aimophila cassinii,CU*STAR,0.988
Aimophila cassinii,Aimophila cassinii,Aimophila cassinii,Index to Organism Names,0.988
Aimophila cassinii,Aimophila cassinii,Aimophila cassinii,uBio NameBank,0.988
Aimophila cassinii,Aimophila cassinii,Aimophila cassinii,Arctos,0.988
Aimophila cassinii,Aimophila cassinii,Aimophila cassinii,BirdLife International,0.988
Aimophila cassinii,Aimophila cassinii,"Aimophila cassinii (Woodhouse, 1852)",Catalogue of Life - June 2021,0.988
Aimophila cassinii,Aimophila cassinii,"Aimophila cassinii (Woodhouse, 1852)",Integrated Taxonomic Information SystemITIS,0.988
Aimophila cassinii,Aimophila cassinii,Aimophila cassinii (Woodhouse) 1852,Union 4,0.988
Aimophila cassinii,Aimophila cassinii,"Aimophila cassinii (Woodhouse, 1852)",The Interim Register of Marine and Nonmarine Genera,0.988
Aimophila cassinii,Aimophila cassinii,"Aimophila cassinii (Woodhouse, 1852)",GBIF Backbone Taxonomy,0.988
Aimophila cassinii,Aimophila cassinii,"Aimophila cassinii (Woodhouse, 1852)",IUCN Red List of Threatened Species,0.988
Aimophila cassinii,Aimophila cassinii,"Aimophila cassinii (Woodhouse, 1852)",BioLib.cz,0.988
Aimophila cassinii,Aimophila cassinii,"Aimophila cassinii (Woodhouse, 1852)",nlbif,0.988
Aimophila cassinii,Aimophila cassinii,"Aimophila cassinii (Woodhouse, 1852)",uBio NameBank,0.988
Aimophila cassinii,Aimophila cassinii,Aimophila cassinii (Woodhouse) 1852,uBio NameBank,0.988
Aimophila cassinii,Aimophila cassinii,"Aimophila cassinii (Woodhouse, 1852)",MCZbase,0.988
Amblyraja georginian,Amblyraja georginian,"Amblyraja georgiana (Norman, 1938)",Catalogue of Life - June 2021,0.75
Amblyraja georginian,Amblyraja georginian,"Amblyraja georgiana (Norman, 1938)",Integrated Taxonomic Information SystemITIS,0.75
Amblyraja georginian,Amblyraja georginian,Amblyraja georgiana,National Center for Biotechnology Information,0.75
Amblyraja georginian,Amblyraja georginian,"Amblyraja georgiana (Norman, 1938)",Union 4,0.75
Amblyraja georginian,Amblyraja georginian,"Amblyraja georgiana (Norman, 1938)",The Interim Register of Marine and Nonmarine Genera,0.75
Amblyraja georginian,Amblyraja georginian,"Amblyraja georgiana (Norman, 1938)",World Register of Marine Species,0.75
Amblyraja georginian,Amblyraja georginian,Amblyraja georgiana,Freebase,0.75
Amblyraja georginian,Amblyraja georginian,"Amblyraja georgiana (Norman, 1938)",GBIF Backbone Taxonomy,0.75
Amblyraja georginian,Amblyraja georginian,Amblyraja georgiana,Encyclopedia of Life,0.75
Amblyraja georginian,Amblyraja georginian,Amblyraja georgiana (Norman 1938),Catalog of Fishes,0.75
Amblyraja georginian,Amblyraja georginian,"Amblyraja georgiana (Norman, 1938)",FishBase,0.75
Amblyraja georginian,Amblyraja georginian,Amblyraja georgiana,CU*STAR,0.75
Amblyraja georginian,Amblyraja georginian,"Amblyraja georgiana (Norman, 1938)",IUCN Red List of Threatened Species,0.75
Amblyraja georginian,Amblyraja georginian,"Amblyraja georgiana (Norman, 1938)",BioLib.cz,0.75
Amblyraja georginian,Amblyraja georginian,"Amblyraja georgiana (Norman, 1938)",nlbif,0.75
Amblyraja georginian,Amblyraja georginian,Amblyraja georgiana,Index to Organism Names,0.75
Amblyraja georginian,Amblyraja georginian,"Amblyraja georgiana (Norman, 1938)",uBio NameBank,0.75
Amblyraja georginian,Amblyraja georginian,Amblyraja georgiana,uBio NameBank,0.75
Amblyraja georginian,Amblyraja georginian,Amblyraja georgiana,Arctos,0.75
Amblyraja georginian,Amblyraja georginian,Amblyraja georgiana,FishBase Cache,0.75
Amblyraja georginian,Amblyraja georginian,Amblyraja georgiana,Open Tree of Life Reference Taxonomy,0.75
Amblyraja georginian,Amblyraja georginian,Amblyraja georgiana (Norman 1938),MCZbase,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia L.,Catalogue of Life - June 2021,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia,Wikispecies,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia L.,Integrated Taxonomic Information SystemITIS,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia,National Center for Biotechnology Information,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia L.,GRIN Taxonomy for Plants,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia L.,Union 4,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia Linnaeus,The Interim Register of Marine and Nonmarine Genera,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia L.,World Register of Marine Species,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia Besser,World Register of Marine Species,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia,Freebase,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia L.,GBIF Backbone Taxonomy,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia Besser,GBIF Backbone Taxonomy,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia,Encyclopedia of Life,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia,Invasive Species of Belgium,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia,Illinois Wildflowers,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia,Global Invasive Species Database,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia Linnaeus,Database of Vascular Plants of Canada (VASCAN),0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia L.,USDA NRCS PLANTS Database,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,"Ambrosia artemisiifolia L., 1753",The National Checklist of Taiwan,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia L.,EUNIS,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia,CU*STAR,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia L.,BioLib.cz,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia L.,Tropicos - Missouri Botanical Garden,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia L.,nlbif,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia,nlbif,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia L.,The International Plant Names Index,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia Besser,The International Plant Names Index,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia,The International Plant Names Index,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia L.,uBio NameBank,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia,uBio NameBank,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia,Arctos,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia L.,"Checklist da Flora de Portugal (Continental, Açores e Madeira)",0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia,Open Tree of Life Reference Taxonomy,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia,iNaturalist,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiifolia Linnaeus,PLAZI treatments,0.75
Ambrosia artemisifolia,Ambrosia artemisifolia,Ambrosia artemisiaefolia,The International Plant Names Index,0.75
Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,Wikispecies,0.988
Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,National Center for Biotechnology Information,0.988
Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,Freebase,0.988
Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,Encyclopedia of Life,0.988
Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,Invasive Species of Belgium,0.988
Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,Illinois Wildflowers,0.988
Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,Global Invasive Species Database,0.988
Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,CU*STAR,0.988
Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,nlbif,0.988
Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,The International Plant Names Index,0.988
Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,uBio NameBank,0.988
Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,Arctos,0.988
Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,Open Tree of Life Reference Taxonomy,0.988
Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,iNaturalist,0.988
